essay_id,trial,model,response_time,문법의 정확성,단어 사용의 적절성,문장 표현의 적절성,문단 내 구조의 적절성,문단 간 구조의 적절성,구조의 일관성,분량의 적절성,주제의 명료성,설명의 구체성,사고의 창의성,프롬프트 독해,구성,내용
ESSAY_71375,4,o3-mini,39.127464294433594,3,2,2,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,,
ESSAY_71375,5,gemini-2.5-flash,10.307087421417236,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_71375,5,gemini-2.5-flash-lite-preview-06-17,5.262283563613892,2,2,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_71375,5,gemini-2.0-flash,7.566275596618652,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_71375,5,gemini-2.0-flash-lite,12.072360515594482,2,2,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,
ESSAY_71375,5,claude-sonnet-4-20250514,42.0164999961853,2,2,1,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,
ESSAY_71375,5,claude-3-7-sonnet-20250219,39.86380863189697,2,2,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,
ESSAY_71375,5,claude-3-5-haiku-20241022,18.960102796554565,3,2,3,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_71375,5,claude-3-5-sonnet-20241022,24.998947381973267,2,2,2,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,,
ESSAY_71375,5,claude-3-haiku-20240307,9.440207958221436,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
ESSAY_71375,5,gpt-4.1,11.745006084442139,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_71375,5,gpt-4.1-mini,15.437893867492676,3,2,2,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_71375,5,gpt-4.1-nano,7.188324928283691,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,
ESSAY_71375,5,gpt-4o,8.41295075416565,2,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_71375,5,gpt-4o-mini,10.065445899963379,3,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_71375,5,o4-mini,24.290431261062622,3,2,2,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,1,gemini-2.5-flash,10.793314933776855,2,2,2,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,1,gemini-2.0-flash,8.634915351867676,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,1,gemini-2.0-flash-lite,9.885092496871948,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,1,claude-sonnet-4-20250514,59.32467842102051,1,2,2,1.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,,
ESSAY_65900,1,claude-3-7-sonnet-20250219,31.562076568603516,2,2,2,1.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,1,claude-3-5-haiku-20241022,19.95493507385254,2,2,2,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,1,claude-3-5-sonnet-20241022,26.333028078079224,2,2,2,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,1,claude-3-haiku-20240307,17.977160453796387,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
ESSAY_65900,1,gpt-4.1,11.02190089225769,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,1,gpt-4.1-mini,19.286972761154175,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,1,gpt-4.1-nano,6.152585744857788,2,2,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,1,gpt-4o,8.62483024597168,2,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_65900,1,gpt-4o-mini,5.272321939468384,3,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_65900,1,o4-mini,21.53875231742859,2,2,2,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,,
ESSAY_65900,1,o3-mini,34.776278018951416,3,3,3,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_65900,2,gemini-2.5-flash,11.452231884002686,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,2,gemini-2.0-flash,9.49159574508667,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,2,gemini-2.0-flash-lite,9.278323650360107,2,2,2,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,2,claude-sonnet-4-20250514,41.84375023841858,1,2,2,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,2,claude-3-7-sonnet-20250219,31.956558227539062,2,2,1,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,,
ESSAY_65900,2,claude-3-5-haiku-20241022,19.086531162261963,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,2,claude-3-5-sonnet-20241022,25.325289249420166,2,2,2,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,2,claude-3-haiku-20240307,19.08108878135681,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
ESSAY_65900,2,gpt-4.1,13.769381761550903,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,2,gpt-4.1-nano,5.024080991744995,2,2,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,2,gpt-4o,6.556517124176025,2,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_65900,2,gpt-4o-mini,6.03581976890564,3,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_65900,2,o4-mini,25.29010272026062,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,2,o3-mini,31.599030256271362,3,2,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,gemini-2.5-flash,11.108597993850708,2,2,2,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,gemini-2.0-flash,9.318183660507202,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,3,gemini-2.0-flash-lite,9.610512971878052,2,2,2,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,claude-sonnet-4-20250514,43.24733281135559,1,2,2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,,
ESSAY_65900,3,claude-3-7-sonnet-20250219,31.867544174194336,2,2,2,1.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,claude-3-5-haiku-20241022,20.094600200653076,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,claude-3-5-sonnet-20241022,24.774741888046265,2,2,2,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,claude-3-haiku-20240307,17.223434925079346,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
ESSAY_65900,3,gpt-4.1,11.240769386291504,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,gpt-4.1-mini,20.371392250061035,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,gpt-4.1-nano,5.847819805145264,2,3,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,3,gpt-4o,6.118052244186401,2,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_65900,3,gpt-4o-mini,8.92559003829956,3,2,2,2.0,3.0,2.0,3.0,,,,,,
ESSAY_65900,3,o4-mini,20.408185720443726,2,2,2,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,3,o3-mini,30.821749448776245,2,2,2,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_65900,4,gemini-2.5-flash,10.912223100662231,2,2,2,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,4,gemini-2.0-flash,8.61935043334961,2,2,1,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,4,gemini-2.0-flash-lite,9.878736734390259,2,2,2,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,4,claude-sonnet-4-20250514,46.46958923339844,1,2,2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,,
ESSAY_65900,4,claude-3-7-sonnet-20250219,32.219980239868164,2,2,1,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,,
ESSAY_65900,4,claude-3-5-haiku-20241022,20.740453243255615,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,4,claude-3-5-sonnet-20241022,23.293520212173462,2,2,2,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,4,claude-3-haiku-20240307,17.550748825073242,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
ESSAY_65900,4,gpt-4.1,10.791005849838257,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,4,gpt-4.1-mini,18.34465980529785,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,4,gpt-4.1-nano,5.042078971862793,2,2,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,4,gpt-4o,4.804098129272461,2,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_65900,4,gpt-4o-mini,7.231428623199463,3,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_65900,4,o4-mini,21.42599391937256,2,2,2,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,4,o3-mini,25.09225344657898,2,3,3,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_65900,5,gemini-2.5-flash,13.989753007888794,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,gemini-2.0-flash,9.039528369903564,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,gemini-2.0-flash-lite,8.655091524124146,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,claude-sonnet-4-20250514,50.23997521400452,1,2,2,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,5,claude-3-7-sonnet-20250219,35.37968945503235,2,2,1,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,,
ESSAY_65900,5,claude-3-5-haiku-20241022,18.679516553878784,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,claude-3-5-sonnet-20241022,23.79251503944397,2,2,2,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,claude-3-haiku-20240307,18.062132358551025,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
ESSAY_65900,5,gpt-4.1,11.580284595489502,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,gpt-4.1-mini,21.12086057662964,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,gpt-4.1-nano,7.15183687210083,2,3,2,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,gpt-4o,5.080323219299316,2,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_65900,5,gpt-4o-mini,15.987907886505127,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_65900,5,o4-mini,24.779767990112305,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_65900,5,o3-mini,30.218114852905273,2,2,3,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_43915,1,gemini-2.5-flash,9.955175161361694,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,1,gemini-2.5-flash-lite-preview-06-17,4.338902473449707,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,1,gemini-2.0-flash,7.697631359100342,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,1,gemini-2.0-flash-lite,8.521479368209839,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_43915,1,claude-sonnet-4-20250514,46.61159658432007,2,2,2,1.0,0.0,2.0,3.0,3.0,3.0,1.0,3.0,,
ESSAY_43915,1,claude-3-7-sonnet-20250219,40.357308864593506,3,2,2,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,1,claude-3-5-haiku-20241022,19.874220609664917,3,2,2,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_43915,1,claude-3-5-sonnet-20241022,24.22548794746399,3,2,2,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,1,claude-3-haiku-20240307,17.308866262435913,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
ESSAY_43915,1,gpt-4.1,11.297020435333252,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,1,gpt-4.1-mini,15.8483145236969,3,2,2,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_43915,1,gpt-4o,10.989315032958984,3,2,2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_43915,1,gpt-4o-mini,6.5348968505859375,3,2,2,2.0,2.0,2.0,3.0,,,,,,
ESSAY_43915,1,o4-mini,66.72535443305969,2,2,2,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,1,o3-mini,24.070173740386963,2,2,3,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,,
ESSAY_43915,2,gemini-2.5-flash,7.8666911125183105,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,2,gemini-2.5-flash-lite-preview-06-17,4.792322874069214,2,2,2,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,2,gemini-2.0-flash,10.722521305084229,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,2,gemini-2.0-flash-lite,9.298263788223267,2,2,2,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,2,claude-sonnet-4-20250514,39.74147915840149,2,2,2,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,,
ESSAY_43915,2,claude-3-7-sonnet-20250219,35.404258012771606,3,2,2,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,2,claude-3-5-haiku-20241022,20.84995722770691,3,2,2,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_43915,2,claude-3-5-sonnet-20241022,24.12178325653076,3,2,2,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,,
ESSAY_43915,2,claude-3-haiku-20240307,21.565920114517212,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_43915,2,gpt-4.1,12.436116695404053,2,2,2,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,,
ESSAY_43915,2,gpt-4.1-mini,15.12944221496582,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_43915,2,gpt-4.1-nano,7.011987924575806,2,2,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_43915,2,gpt-4o,6.518070697784424,3,2,2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_43915,2,gpt-4o-mini,12.758003234863281,3,2,2,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,
ESSAY_43915,2,o4-mini,26.04859733581543,2,2,2,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,,
ESSAY_43915,2,o3-mini,25.4288489818573,2,2,2,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_43915,3,gemini-2.5-flash,8.80817437171936,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,3,gemini-2.5-flash-lite-preview-06-17,5.477308988571167,2,2,2,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,3,gemini-2.0-flash,10.348921298980713,2,2,2,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,,
ESSAY_43915,3,gemini-2.0-flash-lite,8.598918199539185,2,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,3,claude-sonnet-4-20250514,43.15319633483887,2,2,2,1.0,0.0,2.0,3.0,3.0,3.0,1.0,3.0,,
ESSAY_43915,3,claude-3-7-sonnet-20250219,39.85870838165283,3,2,2,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,3,claude-3-5-haiku-20241022,20.206929683685303,3,2,2,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_43915,3,claude-3-5-sonnet-20241022,23.325321912765503,3,2,2,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,3,claude-3-haiku-20240307,19.167884349822998,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,
ESSAY_43915,3,gpt-4.1,11.83350944519043,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,3,gpt-4.1-mini,14.594959497451782,3,2,2,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,
ESSAY_43915,3,gpt-4.1-nano,6.7195775508880615,2,2,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,
ESSAY_43915,3,gpt-4o,12.148109197616577,3,3,2,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,
ESSAY_43915,3,gpt-4o-mini,9.340845584869385,3,2,2,2.0,2.0,2.0,3.0,,,,,,
